Image_Index,Original_Filename,Total_Vehicles,Motorcycles,Cars,Trucks
02375,2375.jpg,12,5,4,3
02376,2376.jpg,14,7,3,4
02377,2377.jpg,16,10,2,4
02378,2378.jpg,14,10,3,1
02379,2379.jpg,15,14,0,1
02380,2380.jpg,13,11,0,2
02381,2381.jpg,8,7,0,1
02382,2382.jpg,14,11,1,2
02383,2383.jpg,12,10,2,0
02384,2384.jpg,9,9,0,0
02385,2385.jpg,11,9,2,0
02386,2386.jpg,13,10,1,2
02387,2387.jpg,10,8,1,1
02388,2388.jpg,5,3,0,2
02389,2389.jpg,9,5,2,2
02390,2390.jpg,11,5,4,2
02391,2391.jpg,7,2,1,4
02392,2392.jpg,13,8,4,1
02393,2393.jpg,9,8,1,0
02394,2394.jpg,8,8,0,0
02395,2395.jpg,5,1,2,2
02396,2396.jpg,8,8,0,0
02397,2397.jpg,16,11,4,1
02398,2398.jpg,8,5,2,1
02399,2399.jpg,10,6,1,3
02400,2400.jpg,6,3,0,3
02401,2401.jpg,10,6,1,3
02402,2402.jpg,9,4,2,3
02403,2403.jpg,11,3,4,4
02404,2404.jpg,13,4,4,5
02405,2405.jpg,15,7,4,4
02406,2406.jpg,11,4,5,2
02407,2407.jpg,11,6,2,3
02408,2408.jpg,12,6,3,3
02409,2409.jpg,8,3,2,3
02410,2410.jpg,8,4,2,2
02411,2411.jpg,6,3,1,2
02412,2412.jpg,7,3,2,2
02413,2413.jpg,9,5,2,2
02414,2414.jpg,10,5,3,2
02415,2415.jpg,6,4,1,1
02416,2416.jpg,6,5,0,1
02417,2417.jpg,12,9,1,2
02418,2418.jpg,13,6,3,4
02419,2419.jpg,14,7,4,3
02420,2420.jpg,8,6,0,2
02421,2421.jpg,4,1,1,2
02422,2422.jpg,7,3,2,2
02423,2423.jpg,13,8,3,2
02424,2424.jpg,10,8,0,2
02425,2425.jpg,8,7,1,0
02426,2426.jpg,9,7,2,0
02427,2427.jpg,7,3,2,2
02428,2428.jpg,11,9,0,2
02429,2429.jpg,8,8,0,0
02430,2430.jpg,3,3,0,0
02431,2431.jpg,8,4,2,2
02432,2432.jpg,9,9,0,0
02433,2433.jpg,8,5,2,1
02434,2434.jpg,5,5,0,0
02435,2435.jpg,9,8,0,1
02436,2436.jpg,9,7,1,1
02437,2437.jpg,7,6,1,0
02438,2438.jpg,5,5,0,0
02439,2439.jpg,6,6,0,0
02440,2440.jpg,5,5,0,0
02441,2441.jpg,3,2,1,0
02442,2442.jpg,14,14,0,0
02443,2443.jpg,9,7,2,0
02444,2444.jpg,17,12,3,2
02445,2445.jpg,13,10,2,1
02446,2446.jpg,6,5,1,0
02447,2447.jpg,13,10,2,1
02448,2448.jpg,8,7,1,0
02449,2449.jpg,4,4,0,0
02450,2450.jpg,3,2,1,0
02451,2451.jpg,11,8,2,1
02452,2452.jpg,13,12,1,0
02453,2453.jpg,16,14,1,1
02454,2454.jpg,8,7,1,0
02455,2455.jpg,10,9,0,1
02456,2456.jpg,5,3,1,1
02457,2457.jpg,10,8,1,1
02458,2458.jpg,9,8,0,1
02459,2459.jpg,14,12,1,1
02460,2460.jpg,12,9,1,2
02461,2461.jpg,16,15,0,1
02462,2462.jpg,7,7,0,0
02463,2463.jpg,7,6,0,1
02464,2464.jpg,12,9,2,1
02465,2465.jpg,10,4,4,2
02466,2466.jpg,9,8,1,0
02467,2467.jpg,6,5,1,0
02468,2468.jpg,12,8,2,2
02469,2469.jpg,17,10,5,2
02470,2470.jpg,14,9,4,1
02471,2471.jpg,14,14,0,0
02472,2472.jpg,9,8,1,0
02473,2473.jpg,18,16,2,0
02474,2474.jpg,13,8,3,2
02475,2475.jpg,10,9,1,0
02476,2476.jpg,11,8,1,2
02477,2477.jpg,16,11,3,2
02478,2478.jpg,19,14,3,2
02479,2479.jpg,16,12,4,0
02480,2480.jpg,9,9,0,0
02481,2481.jpg,7,6,0,1
02482,2482.jpg,6,5,1,0
02483,2483.jpg,7,5,2,0
02484,2484.jpg,12,7,4,1
02485,2485.jpg,11,11,0,0
02486,2486.jpg,2,1,0,1
02487,2487.jpg,8,7,1,0
02488,2488.jpg,16,16,0,0
02489,2489.jpg,16,15,1,0
02490,2490.jpg,14,13,1,0
02491,2491.jpg,6,5,1,0
02492,2492.jpg,16,15,1,0
02493,2493.jpg,11,10,1,0
02494,2494.jpg,9,9,0,0
02495,2495.jpg,15,13,2,0
02496,2496.jpg,6,4,2,0
02497,2497.jpg,11,11,0,0
02498,2498.jpg,13,9,2,2
02499,2499.jpg,8,7,1,0
02500,2500.jpg,14,10,3,1
02501,2501.jpg,15,13,2,0
02502,2502.jpg,14,10,2,2
02503,2503.jpg,13,9,1,3
02504,2504.jpg,12,7,3,2
02505,2505.jpg,10,6,3,1
02506,2506.jpg,17,15,2,0
02507,2507.jpg,26,25,0,1
02508,2508.jpg,11,10,1,0
02509,2509.jpg,12,10,2,0
02510,2510.jpg,14,13,1,0
02511,2511.jpg,13,11,1,1
02512,2512.jpg,13,11,1,1
02513,2513.jpg,9,7,2,0
02514,2514.jpg,14,11,3,0
02515,2515.jpg,20,14,6,0
02516,2516.jpg,15,15,0,0
02517,2517.jpg,10,7,2,1
02518,2518.jpg,19,15,4,0
02519,2519.jpg,19,17,2,0
02520,2520.jpg,10,8,1,1
02521,2521.jpg,21,16,3,2
02522,2522.jpg,9,7,0,2
02523,2523.jpg,19,14,2,3
02524,2524.jpg,26,22,3,1
02525,2525.jpg,21,15,5,1
02526,2526.jpg,23,21,2,0
02527,2527.jpg,19,13,2,4
02528,2528.jpg,22,18,2,2
02529,2529.jpg,25,25,0,0
02530,2530.jpg,19,17,1,1
02531,2531.jpg,20,18,1,1
02532,2532.jpg,13,10,2,1
02533,2533.jpg,14,8,3,3
02534,2534.jpg,23,19,1,3
02535,2535.jpg,23,20,1,2
02536,2536.jpg,19,10,6,3
02537,2537.jpg,24,16,6,2
02538,2538.jpg,23,15,7,1
02539,2539.jpg,25,17,6,2
02540,2540.jpg,16,7,5,4
02541,2541.jpg,32,25,3,4
02542,2542.jpg,22,17,4,1
02543,2543.jpg,23,17,4,2
02544,2544.jpg,17,13,3,1
02545,2545.jpg,19,15,2,2
02546,2546.jpg,16,13,1,2
02547,2547.jpg,24,20,2,2
02548,2548.jpg,27,26,1,0
02549,2549.jpg,21,16,3,2
02550,2550.jpg,15,9,3,3
02551,2551.jpg,17,9,5,3
02552,2552.jpg,19,12,3,4
02553,2553.jpg,19,14,4,1
02554,2554.jpg,23,17,6,0
02555,2555.jpg,17,10,7,0
02556,2556.jpg,21,17,3,1
02557,2557.jpg,13,12,0,1
02558,2558.jpg,13,12,0,1
02559,2559.jpg,15,11,3,1
02560,2560.jpg,25,21,3,1
02561,2561.jpg,18,11,5,2
02562,2562.jpg,22,17,5,0
02563,2563.jpg,22,17,4,1
02564,2564.jpg,19,13,5,1
02565,2565.jpg,18,11,6,1
02566,2566.jpg,20,11,6,3
02567,2567.jpg,23,17,3,3
02568,2568.jpg,17,12,3,2
02569,2569.jpg,17,14,3,0
02570,2570.jpg,25,20,3,2
02571,2571.jpg,21,14,4,3
02572,2572.jpg,21,13,4,4
02573,2573.jpg,17,10,3,4
02574,2574.jpg,14,11,1,2
02575,2575.jpg,16,12,1,3
02576,2576.jpg,19,13,2,4
02577,2577.jpg,23,15,5,3
02578,2578.jpg,19,12,4,3
02579,2579.jpg,19,14,4,1
02580,2580.jpg,13,10,2,1
02581,2581.jpg,22,18,3,1
02582,2582.jpg,16,11,4,1
02583,2583.jpg,19,12,4,3
02584,2584.jpg,18,14,3,1
02585,2585.jpg,16,12,3,1
02586,2586.jpg,20,14,5,1
02587,2587.jpg,15,12,2,1
02588,2588.jpg,19,14,4,1
02589,2589.jpg,16,9,4,3
02590,2590.jpg,15,8,5,2
02591,2591.jpg,13,8,3,2
02592,2592.jpg,15,7,6,2
02593,2593.jpg,8,1,5,2
02594,2594.jpg,18,10,5,3
02595,2595.jpg,9,3,4,2
02596,2596.jpg,11,7,4,0
02597,2597.jpg,17,12,4,1
02598,2598.jpg,18,13,3,2
02599,2599.jpg,21,14,6,1
02600,2600.jpg,23,15,5,3
02601,2601.jpg,22,16,4,2
02602,2602.jpg,17,10,6,1
02603,2603.jpg,17,13,4,0
02604,2604.jpg,22,17,5,0
02605,2605.jpg,17,13,3,1
02606,2606.jpg,21,17,3,1
02607,2607.jpg,22,20,2,0
02608,2608.jpg,20,13,6,1
02609,2609.jpg,14,10,3,1
02610,2610.jpg,23,23,0,0
02611,2611.jpg,12,11,0,1
02612,2612.jpg,16,14,2,0
02613,2613.jpg,16,14,2,0
02614,2614.jpg,27,24,2,1
02615,2615.jpg,14,11,2,1
02616,2616.jpg,12,11,1,0
02617,2617.jpg,16,14,2,0
02618,2618.jpg,18,12,5,1
02619,2619.jpg,19,15,3,1
02620,2620.jpg,8,6,2,0
02621,2621.jpg,11,8,2,1
02622,2622.jpg,14,10,4,0
02623,2623.jpg,11,8,3,0
02624,2624.jpg,24,20,3,1
02625,2625.jpg,20,15,5,0
02626,2626.jpg,16,14,2,0
02627,2627.jpg,16,15,0,1
02628,2628.jpg,19,16,2,1
02629,2629.jpg,15,9,3,3
02630,2630.jpg,13,8,3,2
02631,2631.jpg,13,8,3,2
02632,2632.jpg,11,7,3,1
02633,2633.jpg,14,10,2,2
02634,2634.jpg,13,7,3,3
02635,2635.jpg,18,10,6,2
02636,2636.jpg,21,18,1,2
02637,2637.jpg,18,18,0,0
02638,2638.jpg,7,5,1,1
02639,2639.jpg,17,13,3,1
02640,2640.jpg,15,14,1,0
